fecha_fallecimiento,departamento,n,corte
2020-10-03,SAN MARTIN,2,2020-10-19
2020-10-03,TACNA,1,2020-10-19
2020-10-03,TUMBES,1,2020-10-19
2020-10-04,AMAZONAS,1,2020-10-19
2020-10-04,ANCASH,2,2020-10-19
2020-10-04,APURIMAC,1,2020-10-19
2020-10-04,AREQUIPA,9,2020-10-19
2020-10-04,AYACUCHO,1,2020-10-19
2020-10-04,CAJAMARCA,2,2020-10-19
2020-10-04,CALLAO,4,2020-10-19
2020-10-04,CUSCO,1,2020-10-19
2020-10-04,HUANUCO,3,2020-10-19
2020-10-04,ICA,6,2020-10-19
2020-10-04,JUNIN,4,2020-10-19
2020-10-04,LA LIBERTAD,5,2020-10-19
2020-10-04,LAMBAYEQUE,1,2020-10-19
2020-10-04,LIMA,48,2020-10-19
2020-10-04,MADRE DE DIOS,1,2020-10-19
2020-10-04,MOQUEGUA,1,2020-10-19
2020-10-04,PIURA,2,2020-10-19
2020-10-05,APURIMAC,1,2020-10-19
2020-10-05,AREQUIPA,5,2020-10-19
2020-10-05,AYACUCHO,2,2020-10-19
2020-10-05,CAJAMARCA,6,2020-10-19
2020-10-05,CALLAO,6,2020-10-19
2020-10-05,CUSCO,3,2020-10-19
2020-10-05,HUANUCO,2,2020-10-19
2020-10-05,ICA,4,2020-10-19
2020-10-05,LA LIBERTAD,1,2020-10-19
2020-10-05,LAMBAYEQUE,7,2020-10-19
2020-10-05,LIMA,38,2020-10-19
2020-10-05,LORETO,3,2020-10-19
2020-10-05,MOQUEGUA,1,2020-10-19
2020-10-05,TACNA,1,2020-10-19
2020-10-06,AMAZONAS,1,2020-10-19
2020-10-06,ANCASH,1,2020-10-19
2020-10-06,AREQUIPA,4,2020-10-19
2020-10-06,AYACUCHO,3,2020-10-19
2020-10-06,CALLAO,2,2020-10-19
2020-10-06,CUSCO,2,2020-10-19
2020-10-06,HUANCAVELICA,2,2020-10-19
2020-10-06,HUANUCO,1,2020-10-19
2020-10-06,ICA,4,2020-10-19
2020-10-06,JUNIN,6,2020-10-19
2020-10-06,LA LIBERTAD,5,2020-10-19
2020-10-06,LAMBAYEQUE,5,2020-10-19
2020-10-06,LIMA,48,2020-10-19
2020-10-06,LORETO,1,2020-10-19
2020-10-06,MOQUEGUA,1,2020-10-19
2020-10-06,PIURA,3,2020-10-19
2020-10-06,PUNO,2,2020-10-19
2020-10-06,SAN MARTIN,2,2020-10-19
2020-10-06,UCAYALI,2,2020-10-19
2020-10-07,ANCASH,3,2020-10-19
2020-10-07,APURIMAC,2,2020-10-19
2020-10-07,AREQUIPA,6,2020-10-19
2020-10-07,CAJAMARCA,3,2020-10-19
2020-10-07,CALLAO,3,2020-10-19
2020-10-07,CUSCO,2,2020-10-19
2020-10-07,HUANUCO,5,2020-10-19
2020-10-07,ICA,2,2020-10-19
2020-10-07,JUNIN,3,2020-10-19
2020-10-07,LA LIBERTAD,2,2020-10-19
2020-10-07,LAMBAYEQUE,4,2020-10-19
2020-10-07,LIMA,39,2020-10-19
2020-10-07,MOQUEGUA,3,2020-10-19
2020-10-07,PIURA,4,2020-10-19
2020-10-07,PUNO,3,2020-10-19
2020-10-07,SAN MARTIN,1,2020-10-19
2020-10-07,TACNA,1,2020-10-19
2020-10-07,TUMBES,2,2020-10-19
2020-10-07,UCAYALI,1,2020-10-19
2020-10-08,AMAZONAS,1,2020-10-19
2020-10-08,ANCASH,3,2020-10-19
2020-10-08,AREQUIPA,2,2020-10-19
2020-10-08,AYACUCHO,2,2020-10-19
2020-10-08,CAJAMARCA,2,2020-10-19
2020-10-08,CALLAO,4,2020-10-19
2020-10-08,CUSCO,2,2020-10-19
2020-10-08,HUANUCO,2,2020-10-19
2020-10-08,ICA,2,2020-10-19
2020-10-08,JUNIN,1,2020-10-19
2020-10-08,LA LIBERTAD,3,2020-10-19
2020-10-08,LAMBAYEQUE,2,2020-10-19
2020-10-08,LIMA,21,2020-10-19
2020-10-08,LORETO,1,2020-10-19
2020-10-08,MOQUEGUA,1,2020-10-19
2020-10-08,PIURA,4,2020-10-19
2020-10-08,PUNO,2,2020-10-19
2020-10-08,SAN MARTIN,1,2020-10-19
2020-10-08,TACNA,3,2020-10-19
2020-10-08,UCAYALI,1,2020-10-19
2020-10-09,ANCASH,4,2020-10-19
2020-10-09,AREQUIPA,3,2020-10-19
2020-10-09,AYACUCHO,2,2020-10-19
2020-10-09,CALLAO,3,2020-10-19
2020-10-09,HUANUCO,1,2020-10-19
2020-10-09,ICA,5,2020-10-19
2020-10-09,JUNIN,1,2020-10-19
2020-10-09,LA LIBERTAD,1,2020-10-19
2020-10-09,LAMBAYEQUE,6,2020-10-19
2020-10-09,LIMA,31,2020-10-19
2020-10-09,LORETO,1,2020-10-19
2020-10-09,PIURA,1,2020-10-19
2020-10-09,PUNO,1,2020-10-19
2020-10-09,SAN MARTIN,3,2020-10-19
2020-10-09,UCAYALI,2,2020-10-19
2020-10-10,ANCASH,1,2020-10-19
2020-10-10,APURIMAC,2,2020-10-19
2020-10-10,AREQUIPA,2,2020-10-19
2020-10-10,AYACUCHO,1,2020-10-19
2020-10-10,CAJAMARCA,2,2020-10-19
2020-10-10,CALLAO,7,2020-10-19
2020-10-10,CUSCO,3,2020-10-19
2020-10-10,HUANCAVELICA,1,2020-10-19
2020-10-10,ICA,4,2020-10-19
2020-10-10,JUNIN,3,2020-10-19
2020-10-10,LA LIBERTAD,1,2020-10-19
2020-10-10,LAMBAYEQUE,4,2020-10-19
2020-10-10,LIMA,40,2020-10-19
2020-10-10,MOQUEGUA,1,2020-10-19
2020-10-10,PIURA,2,2020-10-19
2020-10-10,PUNO,4,2020-10-19
2020-10-10,SAN MARTIN,2,2020-10-19
2020-10-10,UCAYALI,2,2020-10-19
2020-10-11,ANCASH,2,2020-10-19
2020-10-11,AREQUIPA,3,2020-10-19
2020-10-11,CALLAO,5,2020-10-19
2020-10-11,CUSCO,1,2020-10-19
2020-10-11,HUANCAVELICA,1,2020-10-19
2020-10-11,HUANUCO,1,2020-10-19
2020-10-11,ICA,1,2020-10-19
2020-10-11,JUNIN,2,2020-10-19
2020-10-11,LA LIBERTAD,2,2020-10-19
2020-10-11,LAMBAYEQUE,1,2020-10-19
2020-10-11,LIMA,26,2020-10-19
2020-10-11,LORETO,1,2020-10-19
2020-10-11,PIURA,3,2020-10-19
2020-10-11,PUNO,2,2020-10-19
2020-10-11,UCAYALI,1,2020-10-19
2020-10-12,AMAZONAS,1,2020-10-19
2020-10-12,ANCASH,2,2020-10-19
2020-10-12,AREQUIPA,2,2020-10-19
2020-10-12,AYACUCHO,1,2020-10-19
2020-10-12,CAJAMARCA,2,2020-10-19
2020-10-12,CALLAO,3,2020-10-19
2020-10-12,HUANUCO,4,2020-10-19
2020-10-12,ICA,3,2020-10-19
2020-10-12,LA LIBERTAD,2,2020-10-19
2020-10-12,LAMBAYEQUE,4,2020-10-19
2020-10-12,LIMA,30,2020-10-19
2020-10-12,PIURA,6,2020-10-19
2020-10-12,PUNO,1,2020-10-19
2020-10-12,UCAYALI,2,2020-10-19
2020-10-13,AMAZONAS,1,2020-10-19
2020-10-13,ANCASH,4,2020-10-19
2020-10-13,AREQUIPA,9,2020-10-19
2020-10-13,AYACUCHO,1,2020-10-19
2020-10-13,CAJAMARCA,1,2020-10-19
2020-10-13,CALLAO,4,2020-10-19
2020-10-13,CUSCO,1,2020-10-19
2020-10-13,HUANCAVELICA,2,2020-10-19
2020-10-13,HUANUCO,1,2020-10-19
2020-10-13,ICA,1,2020-10-19
2020-10-13,JUNIN,5,2020-10-19
2020-10-13,LA LIBERTAD,6,2020-10-19
2020-10-13,LAMBAYEQUE,7,2020-10-19
2020-10-13,LIMA,40,2020-10-19
2020-10-13,LORETO,1,2020-10-19
2020-10-13,MADRE DE DIOS,2,2020-10-19
2020-10-13,PUNO,2,2020-10-19
2020-10-13,SAN MARTIN,2,2020-10-19
2020-10-13,TUMBES,1,2020-10-19
2020-10-13,UCAYALI,1,2020-10-19
2020-10-14,ANCASH,3,2020-10-19
2020-10-14,APURIMAC,2,2020-10-19
2020-10-14,AREQUIPA,4,2020-10-19
2020-10-14,CAJAMARCA,1,2020-10-19
2020-10-14,CALLAO,3,2020-10-19
2020-10-14,CUSCO,3,2020-10-19
2020-10-14,HUANUCO,1,2020-10-19
2020-10-14,ICA,1,2020-10-19
2020-10-14,JUNIN,2,2020-10-19
2020-10-14,LA LIBERTAD,10,2020-10-19
2020-10-14,LAMBAYEQUE,4,2020-10-19
2020-10-14,LIMA,21,2020-10-19
2020-10-14,LORETO,2,2020-10-19
2020-10-14,MADRE DE DIOS,1,2020-10-19
2020-10-14,PIURA,2,2020-10-19
2020-10-14,PUNO,3,2020-10-19
2020-10-14,SAN MARTIN,1,2020-10-19
2020-10-14,TUMBES,1,2020-10-19
2020-10-15,AMAZONAS,1,2020-10-19
2020-10-15,ANCASH,3,2020-10-19
2020-10-15,APURIMAC,2,2020-10-19
2020-10-15,AREQUIPA,3,2020-10-19
2020-10-15,AYACUCHO,1,2020-10-19
2020-10-15,CALLAO,5,2020-10-19
2020-10-15,CUSCO,1,2020-10-19
2020-10-15,HUANCAVELICA,1,2020-10-19
2020-10-15,ICA,3,2020-10-19
2020-10-15,JUNIN,3,2020-10-19
2020-10-15,LA LIBERTAD,2,2020-10-19
2020-10-15,LAMBAYEQUE,7,2020-10-19
2020-10-15,LIMA,30,2020-10-19
2020-10-15,LORETO,3,2020-10-19
2020-10-15,PIURA,1,2020-10-19
2020-10-15,PUNO,3,2020-10-19
2020-10-15,UCAYALI,2,2020-10-19
2020-10-16,APURIMAC,1,2020-10-19
2020-10-16,AYACUCHO,3,2020-10-19
2020-10-16,CALLAO,5,2020-10-19
2020-10-16,CUSCO,2,2020-10-19
2020-10-16,ICA,2,2020-10-19
2020-10-16,JUNIN,1,2020-10-19
2020-10-16,LA LIBERTAD,3,2020-10-19
2020-10-16,LAMBAYEQUE,1,2020-10-19
2020-10-16,LIMA,29,2020-10-19
2020-10-16,LORETO,1,2020-10-19
2020-10-16,PIURA,1,2020-10-19
2020-10-16,SAN MARTIN,1,2020-10-19
2020-10-16,TACNA,1,2020-10-19
2020-10-16,TUMBES,3,2020-10-19
2020-03-18,LIMA,1,2020-10-29
2020-03-19,LIMA,3,2020-10-29
2020-03-20,LIMA,2,2020-10-29
2020-03-21,PIURA,1,2020-10-29
2020-03-22,CALLAO,1,2020-10-29
2020-03-22,LORETO,1,2020-10-29
2020-03-23,LIMA,1,2020-10-29
2020-03-24,CUSCO,1,2020-10-29
2020-03-24,LA LIBERTAD,1,2020-10-29
2020-03-24,LIMA,2,2020-10-29
2020-03-26,LA LIBERTAD,1,2020-10-29
2020-03-26,LAMBAYEQUE,2,2020-10-29
2020-03-26,LIMA,3,2020-10-29
2020-03-27,CUSCO,2,2020-10-29
2020-03-27,LIMA,6,2020-10-29
2020-03-28,ANCASH,1,2020-10-29
2020-03-28,LIMA,3,2020-10-29
2020-03-29,AREQUIPA,1,2020-10-29
2020-03-29,CALLAO,2,2020-10-29
2020-03-29,LAMBAYEQUE,1,2020-10-29
2020-03-29,LIMA,7,2020-10-29
2020-03-29,PIURA,1,2020-10-29
2020-03-30,ICA,1,2020-10-29
2020-03-30,JUNIN,1,2020-10-29
2020-03-30,LAMBAYEQUE,2,2020-10-29
2020-03-30,LIMA,6,2020-10-29
2020-03-30,LORETO,2,2020-10-29
2020-03-30,TUMBES,1,2020-10-29
2020-03-31,AREQUIPA,1,2020-10-29
2020-03-31,CALLAO,2,2020-10-29
2020-03-31,LA LIBERTAD,1,2020-10-29
2020-03-31,LAMBAYEQUE,1,2020-10-29
2020-03-31,LIMA,13,2020-10-29
2020-03-31,LORETO,1,2020-10-29
2020-03-31,SAN MARTIN,1,2020-10-29
2020-04-01,CALLAO,3,2020-10-29
2020-04-01,ICA,1,2020-10-29
2020-04-01,LAMBAYEQUE,1,2020-10-29
2020-04-01,LIMA,7,2020-10-29
2020-04-01,TUMBES,1,2020-10-29
2020-04-02,CALLAO,2,2020-10-29
2020-04-02,CUSCO,1,2020-10-29
2020-04-02,ICA,1,2020-10-29
2020-04-02,LA LIBERTAD,1,2020-10-29
2020-04-02,LIMA,8,2020-10-29
2020-04-02,PIURA,1,2020-10-29
2020-04-02,TUMBES,1,2020-10-29
2020-04-03,CALLAO,1,2020-10-29
2020-04-03,ICA,1,2020-10-29
2020-04-03,LAMBAYEQUE,4,2020-10-29
2020-04-03,LIMA,25,2020-10-29
2020-04-03,PIURA,1,2020-10-29
2020-04-03,TUMBES,1,2020-10-29
2020-04-04,AREQUIPA,4,2020-10-29
2020-04-04,CALLAO,2,2020-10-29
2020-04-04,HUANCAVELICA,1,2020-10-29
2020-04-04,ICA,1,2020-10-29
2020-04-04,JUNIN,1,2020-10-29
2020-04-04,LA LIBERTAD,1,2020-10-29
2020-04-04,LAMBAYEQUE,5,2020-10-29
2020-04-04,LIMA,25,2020-10-29
2020-04-04,PIURA,4,2020-10-29
2020-04-04,UCAYALI,1,2020-10-29
2020-04-05,ANCASH,1,2020-10-29
2020-04-05,CALLAO,2,2020-10-29
2020-04-05,HUANUCO,1,2020-10-29
2020-04-05,LAMBAYEQUE,3,2020-10-29
2020-04-05,LIMA,7,2020-10-29
2020-04-05,LORETO,1,2020-10-29
2020-04-05,SAN MARTIN,1,2020-10-29
2020-04-06,CALLAO,5,2020-10-29
2020-04-06,LA LIBERTAD,2,2020-10-29
2020-04-06,LAMBAYEQUE,4,2020-10-29
2020-04-06,LIMA,16,2020-10-29
2020-04-06,PIURA,1,2020-10-29
2020-04-06,TUMBES,2,2020-10-29
2020-04-07,ANCASH,3,2020-10-29
2020-04-07,CALLAO,2,2020-10-29
2020-04-07,LAMBAYEQUE,2,2020-10-29
2020-04-07,LIMA,19,2020-10-29
2020-04-07,LORETO,1,2020-10-29
2020-04-07,PIURA,2,2020-10-29
2020-04-08,ANCASH,2,2020-10-29
2020-04-08,CALLAO,1,2020-10-29
2020-04-08,LA LIBERTAD,1,2020-10-29
2020-04-08,LAMBAYEQUE,10,2020-10-29
2020-04-08,LIMA,40,2020-10-29
2020-04-08,LORETO,1,2020-10-29
2020-04-08,PIURA,2,2020-10-29
2020-04-09,CALLAO,3,2020-10-29
2020-04-09,ICA,2,2020-10-29
2020-04-09,LAMBAYEQUE,10,2020-10-29
2020-04-09,LIMA,31,2020-10-29
2020-04-09,LORETO,2,2020-10-29
2020-04-09,PIURA,1,2020-10-29
2020-04-09,TUMBES,2,2020-10-29
2020-04-10,CALLAO,4,2020-10-29
2020-04-10,ICA,1,2020-10-29
2020-04-10,LAMBAYEQUE,15,2020-10-29
2020-04-10,LIMA,24,2020-10-29
2020-04-10,LORETO,2,2020-10-29
2020-04-10,PIURA,6,2020-10-29
2020-04-10,UCAYALI,1,2020-10-29
2020-04-11,CALLAO,3,2020-10-29
2020-04-11,ICA,2,2020-10-29
2020-04-11,LAMBAYEQUE,8,2020-10-29
2020-04-11,LIMA,27,2020-10-29
2020-04-11,LORETO,1,2020-10-29
2020-04-11,PIURA,3,2020-10-29
2020-04-11,TUMBES,1,2020-10-29
2020-04-12,ANCASH,2,2020-10-29
2020-04-12,AREQUIPA,1,2020-10-29
2020-04-12,CALLAO,4,2020-10-29
2020-04-12,ICA,1,2020-10-29
2020-04-12,LA LIBERTAD,3,2020-10-29
2020-04-12,LAMBAYEQUE,8,2020-10-29
2020-04-12,LIMA,40,2020-10-29
2020-04-12,LORETO,3,2020-10-29
2020-04-12,PIURA,4,2020-10-29
2020-04-12,TUMBES,1,2020-10-29
2020-04-13,ANCASH,3,2020-10-29
2020-04-13,AREQUIPA,2,2020-10-29
2020-04-13,CAJAMARCA,2,2020-10-29
2020-04-13,CALLAO,5,2020-10-29
2020-04-13,ICA,3,2020-10-29
2020-04-13,JUNIN,1,2020-10-29
2020-04-13,LA LIBERTAD,1,2020-10-29
2020-04-13,LAMBAYEQUE,5,2020-10-29
2020-04-13,LIMA,36,2020-10-29
2020-04-13,PIURA,6,2020-10-29
2020-04-13,TUMBES,2,2020-10-29
2020-04-14,ANCASH,3,2020-10-29
2020-04-14,CALLAO,6,2020-10-29
2020-04-14,ICA,2,2020-10-29
2020-04-14,JUNIN,2,2020-10-29
2020-04-14,LA LIBERTAD,3,2020-10-29
2020-04-14,LAMBAYEQUE,11,2020-10-29
2020-04-14,LIMA,49,2020-10-29
2020-04-14,LORETO,5,2020-10-29
2020-04-14,PIURA,6,2020-10-29
2020-04-15,ANCASH,3,2020-10-29
2020-04-15,AREQUIPA,1,2020-10-29
2020-04-15,CALLAO,3,2020-10-29
2020-04-15,ICA,1,2020-10-29
2020-04-15,LA LIBERTAD,3,2020-10-29
2020-04-15,LAMBAYEQUE,14,2020-10-29
2020-04-15,LIMA,56,2020-10-29
2020-04-15,LORETO,3,2020-10-29
2020-04-15,PIURA,6,2020-10-29
2020-04-15,UCAYALI,2,2020-10-29
2020-04-16,ANCASH,3,2020-10-29
2020-04-16,AREQUIPA,1,2020-10-29
2020-04-16,CAJAMARCA,1,2020-10-29
2020-04-16,CALLAO,8,2020-10-29
2020-04-16,ICA,1,2020-10-29
2020-04-16,LAMBAYEQUE,13,2020-10-29
2020-04-16,LIMA,62,2020-10-29
2020-04-16,LORETO,2,2020-10-29
2020-04-16,PIURA,7,2020-10-29
2020-04-16,UCAYALI,1,2020-10-29
2020-04-17,ANCASH,1,2020-10-29
2020-04-17,CALLAO,6,2020-10-29
2020-04-17,ICA,2,2020-10-29
2020-04-17,LA LIBERTAD,1,2020-10-29
2020-04-17,LAMBAYEQUE,19,2020-10-29
2020-04-17,LIMA,57,2020-10-29
2020-04-17,LORETO,4,2020-10-29
2020-04-17,PASCO,1,2020-10-29
2020-04-17,PIURA,6,2020-10-29
2020-04-17,TUMBES,1,2020-10-29
2020-04-18,ANCASH,5,2020-10-29
2020-04-18,CALLAO,8,2020-10-29
2020-04-18,ICA,1,2020-10-29
2020-04-18,JUNIN,2,2020-10-29
2020-04-18,LA LIBERTAD,1,2020-10-29
2020-04-18,LAMBAYEQUE,15,2020-10-29
2020-04-18,LIMA,59,2020-10-29
2020-04-18,LORETO,5,2020-10-29
2020-04-18,PIURA,6,2020-10-29
2020-04-18,TUMBES,1,2020-10-29
2020-04-18,UCAYALI,2,2020-10-29
2020-04-19,ANCASH,8,2020-10-29
2020-04-19,AREQUIPA,3,2020-10-29
2020-04-19,CALLAO,3,2020-10-29
2020-04-19,ICA,2,2020-10-29
2020-04-19,JUNIN,1,2020-10-29
2020-04-19,LA LIBERTAD,3,2020-10-29
2020-04-19,LAMBAYEQUE,8,2020-10-29
2020-04-19,LIMA,71,2020-10-29
2020-04-19,PIURA,8,2020-10-29
2020-04-19,SAN MARTIN,1,2020-10-29
2020-04-19,TUMBES,2,2020-10-29
2020-04-19,UCAYALI,4,2020-10-29
2020-04-20,ANCASH,4,2020-10-29
2020-04-20,AREQUIPA,1,2020-10-29
2020-04-20,CAJAMARCA,1,2020-10-29
2020-04-20,CALLAO,8,2020-10-29
2020-04-20,HUANCAVELICA,1,2020-10-29
2020-04-20,ICA,1,2020-10-29
2020-04-20,LA LIBERTAD,2,2020-10-29
2020-04-20,LAMBAYEQUE,11,2020-10-29
2020-04-20,LIMA,75,2020-10-29
2020-04-20,PIURA,7,2020-10-29
2020-04-20,PUNO,1,2020-10-29
2020-04-20,SAN MARTIN,1,2020-10-29
2020-04-20,TUMBES,1,2020-10-29
2020-04-20,UCAYALI,2,2020-10-29
2020-04-21,ANCASH,1,2020-10-29
2020-04-21,CALLAO,12,2020-10-29
2020-04-21,ICA,2,2020-10-29
2020-04-21,LAMBAYEQUE,10,2020-10-29
2020-04-21,LIMA,72,2020-10-29
2020-04-21,LORETO,2,2020-10-29
2020-04-21,PIURA,9,2020-10-29
2020-04-21,SAN MARTIN,1,2020-10-29
2020-04-21,TUMBES,2,2020-10-29
2020-04-21,UCAYALI,3,2020-10-29
2020-04-22,ANCASH,1,2020-10-29
2020-04-22,CALLAO,8,2020-10-29
2020-04-22,CUSCO,1,2020-10-29
2020-04-22,ICA,5,2020-10-29
2020-04-22,JUNIN,1,2020-10-29
2020-04-22,LA LIBERTAD,2,2020-10-29
2020-04-22,LAMBAYEQUE,16,2020-10-29
2020-04-22,LIMA,78,2020-10-29
2020-04-22,LORETO,10,2020-10-29
2020-04-22,PIURA,4,2020-10-29
2020-04-22,TUMBES,3,2020-10-29
2020-04-22,UCAYALI,8,2020-10-29
2020-04-23,ANCASH,8,2020-10-29
2020-04-23,AREQUIPA,1,2020-10-29
2020-04-23,CALLAO,12,2020-10-29
2020-04-23,CUSCO,1,2020-10-29
2020-04-23,ICA,5,2020-10-29
2020-04-23,JUNIN,1,2020-10-29
2020-04-23,LA LIBERTAD,4,2020-10-29
2020-04-23,LAMBAYEQUE,22,2020-10-29
2020-04-23,LIMA,56,2020-10-29
2020-04-23,LORETO,15,2020-10-29
2020-04-23,PIURA,7,2020-10-29
2020-04-23,TACNA,1,2020-10-29
2020-04-23,TUMBES,1,2020-10-29
2020-04-23,UCAYALI,3,2020-10-29
2020-04-24,ANCASH,7,2020-10-29
2020-04-24,CALLAO,17,2020-10-29
2020-04-24,ICA,2,2020-10-29
2020-04-24,LA LIBERTAD,1,2020-10-29
2020-04-24,LAMBAYEQUE,20,2020-10-29
2020-04-24,LIMA,68,2020-10-29
2020-04-24,LORETO,13,2020-10-29
2020-04-24,PIURA,12,2020-10-29
2020-04-24,TUMBES,3,2020-10-29
2020-04-24,UCAYALI,4,2020-10-29
2020-04-25,ANCASH,4,2020-10-29
2020-04-25,AREQUIPA,2,2020-10-29
2020-04-25,CAJAMARCA,1,2020-10-29
2020-04-25,CALLAO,6,2020-10-29
2020-04-25,ICA,5,2020-10-29
2020-04-25,JUNIN,1,2020-10-29
2020-04-25,LAMBAYEQUE,25,2020-10-29
2020-04-25,LIMA,62,2020-10-29
2020-04-25,LORETO,17,2020-10-29
2020-04-25,MADRE DE DIOS,1,2020-10-29
2020-04-25,PIURA,7,2020-10-29
2020-04-25,TUMBES,2,2020-10-29
2020-04-25,UCAYALI,7,2020-10-29
2020-04-26,ANCASH,5,2020-10-29
2020-04-26,CALLAO,12,2020-10-29
2020-04-26,CUSCO,1,2020-10-29
2020-04-26,ICA,3,2020-10-29
2020-04-26,JUNIN,2,2020-10-29
2020-04-26,LA LIBERTAD,7,2020-10-29
2020-04-26,LAMBAYEQUE,18,2020-10-29
2020-04-26,LIMA,78,2020-10-29
2020-04-26,LORETO,16,2020-10-29
2020-04-26,PIURA,13,2020-10-29
2020-04-26,TUMBES,1,2020-10-29
2020-04-26,UCAYALI,6,2020-10-29
2020-04-27,ANCASH,14,2020-10-29
2020-04-27,CAJAMARCA,2,2020-10-29
2020-04-27,CALLAO,9,2020-10-29
2020-04-27,ICA,3,2020-10-29
2020-04-27,JUNIN,1,2020-10-29
2020-04-27,LA LIBERTAD,3,2020-10-29
2020-04-27,LAMBAYEQUE,25,2020-10-29
2020-04-27,LIMA,82,2020-10-29
2020-04-27,LORETO,13,2020-10-29
2020-04-27,PIURA,13,2020-10-29
2020-04-27,SAN MARTIN,1,2020-10-29
2020-04-27,UCAYALI,1,2020-10-29
2020-04-28,ANCASH,2,2020-10-29
2020-04-28,CALLAO,8,2020-10-29
2020-04-28,ICA,5,2020-10-29
2020-04-28,LA LIBERTAD,7,2020-10-29
2020-04-28,LAMBAYEQUE,26,2020-10-29
2020-04-28,LIMA,81,2020-10-29
2020-04-28,LORETO,27,2020-10-29
2020-04-28,MOQUEGUA,1,2020-10-29
2020-04-28,PIURA,14,2020-10-29
2020-04-28,UCAYALI,3,2020-10-29
2020-04-29,ANCASH,4,2020-10-29
2020-04-29,CAJAMARCA,2,2020-10-29
2020-04-29,CALLAO,15,2020-10-29
2020-04-29,ICA,3,2020-10-29
2020-04-29,LA LIBERTAD,3,2020-10-29
2020-04-29,LAMBAYEQUE,21,2020-10-29
2020-04-29,LIMA,64,2020-10-29
2020-04-29,LORETO,27,2020-10-29
2020-04-29,PIURA,19,2020-10-29
2020-04-29,PUNO,1,2020-10-29
2020-04-29,SAN MARTIN,1,2020-10-29
2020-04-29,UCAYALI,2,2020-10-29
2020-04-30,ANCASH,8,2020-10-29
2020-04-30,CALLAO,16,2020-10-29
2020-04-30,HUANUCO,1,2020-10-29
2020-04-30,ICA,9,2020-10-29
2020-04-30,LA LIBERTAD,4,2020-10-29
2020-04-30,LAMBAYEQUE,26,2020-10-29
2020-04-30,LIMA,78,2020-10-29
2020-04-30,LORETO,26,2020-10-29
2020-04-30,PIURA,15,2020-10-29
2020-04-30,UCAYALI,2,2020-10-29
2020-05-01,AMAZONAS,1,2020-10-29
2020-05-01,ANCASH,4,2020-10-29
2020-05-01,AREQUIPA,1,2020-10-29
2020-05-01,CAJAMARCA,1,2020-10-29
2020-05-01,CALLAO,11,2020-10-29
2020-05-01,HUANUCO,1,2020-10-29
2020-05-01,ICA,7,2020-10-29
2020-05-01,LA LIBERTAD,5,2020-10-29
2020-05-01,LAMBAYEQUE,22,2020-10-29
2020-05-01,LIMA,111,2020-10-29
2020-05-01,LORETO,25,2020-10-29
2020-05-01,PASCO,1,2020-10-29
2020-05-01,PIURA,13,2020-10-29
2020-05-01,TUMBES,4,2020-10-29
2020-05-01,UCAYALI,8,2020-10-29
2020-05-02,ANCASH,10,2020-10-29
2020-05-02,AREQUIPA,1,2020-10-29
2020-05-02,CALLAO,12,2020-10-29
2020-05-02,HUANUCO,1,2020-10-29
2020-05-02,ICA,4,2020-10-29
2020-05-02,JUNIN,2,2020-10-29
2020-05-02,LA LIBERTAD,8,2020-10-29
2020-05-02,LAMBAYEQUE,20,2020-10-29
2020-05-02,LIMA,92,2020-10-29
2020-05-02,LORETO,27,2020-10-29
2020-05-02,PASCO,1,2020-10-29
2020-05-02,PIURA,18,2020-10-29
2020-05-02,TACNA,1,2020-10-29
2020-05-02,TUMBES,2,2020-10-29
2020-05-02,UCAYALI,4,2020-10-29
2020-05-03,AMAZONAS,1,2020-10-29
2020-05-03,ANCASH,7,2020-10-29
2020-05-03,AYACUCHO,2,2020-10-29
2020-05-03,CALLAO,17,2020-10-29
2020-05-03,ICA,8,2020-10-29
2020-05-03,JUNIN,1,2020-10-29
2020-05-03,LA LIBERTAD,4,2020-10-29
2020-05-03,LAMBAYEQUE,24,2020-10-29
2020-05-03,LIMA,107,2020-10-29
2020-05-03,LORETO,28,2020-10-29
2020-05-03,PIURA,22,2020-10-29
2020-05-03,PUNO,1,2020-10-29
2020-05-03,UCAYALI,3,2020-10-29
2020-05-04,AMAZONAS,1,2020-10-29
2020-05-04,ANCASH,5,2020-10-29
2020-05-04,AYACUCHO,2,2020-10-29
2020-05-04,CALLAO,16,2020-10-29
2020-05-04,HUANUCO,1,2020-10-29
2020-05-04,ICA,8,2020-10-29
2020-05-04,JUNIN,3,2020-10-29
2020-05-04,LA LIBERTAD,3,2020-10-29
2020-05-04,LAMBAYEQUE,17,2020-10-29
2020-05-04,LIMA,100,2020-10-29
2020-05-04,LORETO,26,2020-10-29
2020-05-04,PIURA,16,2020-10-29
2020-05-04,TUMBES,2,2020-10-29
2020-05-04,UCAYALI,2,2020-10-29
2020-05-05,AMAZONAS,2,2020-10-29
2020-05-05,ANCASH,6,2020-10-29
2020-05-05,CALLAO,16,2020-10-29
2020-05-05,HUANUCO,3,2020-10-29
2020-05-05,ICA,6,2020-10-29
2020-05-05,LA LIBERTAD,4,2020-10-29
2020-05-05,LAMBAYEQUE,22,2020-10-29
2020-05-05,LIMA,115,2020-10-29
2020-05-05,LORETO,25,2020-10-29
2020-05-05,PIURA,18,2020-10-29
2020-05-05,PUNO,1,2020-10-29
