fecha_fallecimiento,departamento,provincia,n,corte
2020-06-17,UCAYALI,CORONEL PORTILLO,7,2020-09-30
2020-06-17,UCAYALI,PADRE ABAD,1,2020-09-30
2020-06-18,AMAZONAS,BAGUA,2,2020-09-30
2020-06-18,AMAZONAS,CONDORCANQUI,1,2020-09-30
2020-06-18,ANCASH,CASMA,2,2020-09-30
2020-06-18,ANCASH,HUARAZ,1,2020-09-30
2020-06-18,ANCASH,POMABAMBA,1,2020-09-30
2020-06-18,ANCASH,SANTA,7,2020-09-30
2020-06-18,APURIMAC,ABANCAY,1,2020-09-30
2020-06-18,AREQUIPA,AREQUIPA,8,2020-09-30
2020-06-18,AREQUIPA,CAYLLOMA,1,2020-09-30
2020-06-18,AYACUCHO,HUAMANGA,2,2020-09-30
2020-06-18,CAJAMARCA,CAJABAMBA,1,2020-09-30
2020-06-18,CAJAMARCA,CUTERVO,1,2020-09-30
2020-06-18,CAJAMARCA,JAEN,1,2020-09-30
2020-06-18,CALLAO,CALLAO,7,2020-09-30
2020-06-18,HUANUCO,DOS DE MAYO,1,2020-09-30
2020-06-18,HUANUCO,LEONCIO PRADO,1,2020-09-30
2020-06-18,ICA,CHINCHA,10,2020-09-30
2020-06-18,ICA,ICA,6,2020-09-30
2020-06-18,ICA,NAZCA,1,2020-09-30
2020-06-18,ICA,PISCO,6,2020-09-30
2020-06-18,JUNIN,HUANCAYO,3,2020-09-30
2020-06-18,JUNIN,JUNIN,1,2020-09-30
2020-06-18,JUNIN,SATIPO,1,2020-09-30
2020-06-18,LA LIBERTAD,ASCOPE,4,2020-09-30
2020-06-18,LA LIBERTAD,CHEPEN,2,2020-09-30
2020-06-18,LA LIBERTAD,OTUZCO,1,2020-09-30
2020-06-18,LA LIBERTAD,PACASMAYO,1,2020-09-30
2020-06-18,LA LIBERTAD,TRUJILLO,32,2020-09-30
2020-06-18,LA LIBERTAD,VIRU,2,2020-09-30
2020-06-18,LAMBAYEQUE,CHICLAYO,10,2020-09-30
2020-06-18,LAMBAYEQUE,LAMBAYEQUE,5,2020-09-30
2020-06-18,LIMA,BARRANCA,4,2020-09-30
2020-06-18,LIMA,CAÑETE,5,2020-09-30
2020-06-18,LIMA,HUARAL,3,2020-09-30
2020-06-18,LIMA,HUAROCHIRI,1,2020-09-30
2020-06-18,LIMA,HUAURA,3,2020-09-30
2020-06-18,LIMA,LIMA,90,2020-09-30
2020-06-18,LORETO,ALTO AMAZONAS,1,2020-09-30
2020-06-18,LORETO,LORETO,1,2020-09-30
2020-06-18,LORETO,MAYNAS,4,2020-09-30
2020-06-18,MADRE DE DIOS,TAMBOPATA,2,2020-09-30
2020-06-18,MOQUEGUA,MARISCAL NIETO,1,2020-09-30
2020-06-18,PASCO,PASCO,1,2020-09-30
2020-06-18,PIURA,AYABACA,1,2020-09-30
2020-06-18,PIURA,MORROPON,3,2020-09-30
2020-06-18,PIURA,PAITA,2,2020-09-30
2020-06-18,PIURA,PIURA,3,2020-09-30
2020-06-18,PIURA,SULLANA,3,2020-09-30
2020-06-18,PIURA,TALARA,1,2020-09-30
2020-06-18,PUNO,SAN ANTONIO DE PUTINA,1,2020-09-30
2020-06-18,SAN MARTIN,HUALLAGA,1,2020-09-30
2020-06-18,SAN MARTIN,MOYOBAMBA,1,2020-09-30
2020-06-18,SAN MARTIN,RIOJA,1,2020-09-30
2020-06-18,SAN MARTIN,SAN MARTIN,9,2020-09-30
2020-06-18,TUMBES,TUMBES,1,2020-09-30
2020-06-18,UCAYALI,CORONEL PORTILLO,2,2020-09-30
2020-06-19,AMAZONAS,BAGUA,1,2020-09-30
2020-06-19,ANCASH,CASMA,1,2020-09-30
2020-06-19,ANCASH,HUARAZ,3,2020-09-30
2020-06-19,ANCASH,HUAYLAS,1,2020-09-30
2020-06-19,ANCASH,SANTA,11,2020-09-30
2020-06-19,AREQUIPA,AREQUIPA,4,2020-09-30
2020-06-19,AREQUIPA,ISLAY,1,2020-09-30
2020-06-19,AYACUCHO,HUAMANGA,1,2020-09-30
2020-06-19,CAJAMARCA,CAJABAMBA,1,2020-09-30
2020-06-19,CAJAMARCA,CAJAMARCA,1,2020-09-30
2020-06-19,CAJAMARCA,CHOTA,1,2020-09-30
2020-06-19,CAJAMARCA,SAN MARCOS,1,2020-09-30
2020-06-19,CALLAO,CALLAO,14,2020-09-30
2020-06-19,CUSCO,CUSCO,1,2020-09-30
2020-06-19,CUSCO,ESPINAR,1,2020-09-30
2020-06-19,HUANUCO,HUANUCO,3,2020-09-30
2020-06-19,HUANUCO,LAURICOCHA,1,2020-09-30
2020-06-19,HUANUCO,LEONCIO PRADO,2,2020-09-30
2020-06-19,ICA,CHINCHA,9,2020-09-30
2020-06-19,ICA,ICA,5,2020-09-30
2020-06-19,ICA,NAZCA,1,2020-09-30
2020-06-19,ICA,PISCO,1,2020-09-30
2020-06-19,JUNIN,TARMA,1,2020-09-30
2020-06-19,LA LIBERTAD,ASCOPE,5,2020-09-30
2020-06-19,LA LIBERTAD,CHEPEN,1,2020-09-30
2020-06-19,LA LIBERTAD,PATAZ,1,2020-09-30
2020-06-19,LA LIBERTAD,TRUJILLO,27,2020-09-30
2020-06-19,LA LIBERTAD,VIRU,1,2020-09-30
2020-06-19,LAMBAYEQUE,CHICLAYO,13,2020-09-30
2020-06-19,LAMBAYEQUE,FERREÑAFE,1,2020-09-30
2020-06-19,LAMBAYEQUE,LAMBAYEQUE,6,2020-09-30
2020-06-19,LIMA,BARRANCA,2,2020-09-30
2020-06-19,LIMA,CAÑETE,2,2020-09-30
2020-06-19,LIMA,CANTA,1,2020-09-30
2020-06-19,LIMA,HUARAL,8,2020-09-30
2020-06-19,LIMA,HUAROCHIRI,1,2020-09-30
2020-06-19,LIMA,HUAURA,3,2020-09-30
2020-06-19,LIMA,LIMA,86,2020-09-30
2020-06-19,LORETO,ALTO AMAZONAS,2,2020-09-30
2020-06-19,LORETO,LORETO,1,2020-09-30
2020-06-19,LORETO,MAYNAS,3,2020-09-30
2020-06-19,MADRE DE DIOS,TAMBOPATA,1,2020-09-30
2020-06-19,PIURA,HUANCABAMBA,2,2020-09-30
2020-06-19,PIURA,MORROPON,8,2020-09-30
2020-06-19,PIURA,PAITA,4,2020-09-30
2020-06-19,PIURA,PIURA,13,2020-09-30
2020-06-19,PIURA,SULLANA,6,2020-09-30
2020-06-19,PIURA,TALARA,3,2020-09-30
2020-06-19,PUNO,SAN ROMAN,2,2020-09-30
2020-06-19,SAN MARTIN,BELLAVISTA,1,2020-09-30
2020-06-19,SAN MARTIN,MARISCAL CACERES,4,2020-09-30
2020-06-19,SAN MARTIN,SAN MARTIN,6,2020-09-30
2020-06-19,SAN MARTIN,TOCACHE,1,2020-09-30
2020-06-19,TACNA,TACNA,1,2020-09-30
2020-06-19,TUMBES,TUMBES,2,2020-09-30
2020-06-19,TUMBES,ZARUMILLA,3,2020-09-30
2020-06-19,UCAYALI,ATALAYA,1,2020-09-30
2020-06-19,UCAYALI,CORONEL PORTILLO,2,2020-09-30
2020-06-19,UCAYALI,PADRE ABAD,1,2020-09-30
2020-06-20,AMAZONAS,UTCUBAMBA,2,2020-09-30
2020-06-20,ANCASH,CARHUAZ,1,2020-09-30
2020-06-20,ANCASH,HUARAZ,1,2020-09-30
2020-06-20,ANCASH,HUARMEY,1,2020-09-30
2020-06-20,ANCASH,POMABAMBA,1,2020-09-30
2020-06-20,ANCASH,SANTA,8,2020-09-30
2020-06-20,APURIMAC,ANDAHUAYLAS,1,2020-09-30
2020-06-20,AREQUIPA,AREQUIPA,7,2020-09-30
2020-06-20,AYACUCHO,LA MAR,1,2020-09-30
2020-06-20,CAJAMARCA,CAJAMARCA,1,2020-09-30
2020-06-20,CAJAMARCA,CUTERVO,1,2020-09-30
2020-06-20,CAJAMARCA,JAEN,2,2020-09-30
2020-06-20,CALLAO,CALLAO,14,2020-09-30
2020-06-20,HUANUCO,HUANUCO,3,2020-09-30
2020-06-20,ICA,CHINCHA,13,2020-09-30
2020-06-20,ICA,ICA,10,2020-09-30
2020-06-20,ICA,NAZCA,1,2020-09-30
2020-06-20,ICA,PISCO,6,2020-09-30
2020-06-20,JUNIN,HUANCAYO,1,2020-09-30
2020-06-20,LA LIBERTAD,ASCOPE,4,2020-09-30
2020-06-20,LA LIBERTAD,PACASMAYO,2,2020-09-30
2020-06-20,LA LIBERTAD,TRUJILLO,27,2020-09-30
2020-06-20,LAMBAYEQUE,CHICLAYO,15,2020-09-30
2020-06-20,LAMBAYEQUE,LAMBAYEQUE,1,2020-09-30
2020-06-20,LIMA,BARRANCA,4,2020-09-30
2020-06-20,LIMA,CAÑETE,6,2020-09-30
2020-06-20,LIMA,HUARAL,2,2020-09-30
2020-06-20,LIMA,HUAROCHIRI,1,2020-09-30
2020-06-20,LIMA,HUAURA,4,2020-09-30
2020-06-20,LIMA,LIMA,88,2020-09-30
2020-06-20,LORETO,MARISCAL RAMON CASTILLA,1,2020-09-30
2020-06-20,LORETO,MAYNAS,3,2020-09-30
2020-06-20,MADRE DE DIOS,TAMBOPATA,4,2020-09-30
2020-06-20,MOQUEGUA,GENERAL SANCHEZ CERRO,1,2020-09-30
2020-06-20,PASCO,PASCO,3,2020-09-30
2020-06-20,PIURA,AYABACA,1,2020-09-30
2020-06-20,PIURA,MORROPON,4,2020-09-30
2020-06-20,PIURA,PAITA,6,2020-09-30
2020-06-20,PIURA,PIURA,5,2020-09-30
2020-06-20,PIURA,SECHURA,2,2020-09-30
2020-06-20,PIURA,SULLANA,5,2020-09-30
2020-06-20,PIURA,TALARA,1,2020-09-30
2020-06-20,SAN MARTIN,EL DORADO,1,2020-09-30
2020-06-20,SAN MARTIN,HUALLAGA,1,2020-09-30
2020-06-20,SAN MARTIN,LAMAS,1,2020-09-30
2020-06-20,SAN MARTIN,MARISCAL CACERES,2,2020-09-30
2020-06-20,SAN MARTIN,MOYOBAMBA,1,2020-09-30
2020-06-20,SAN MARTIN,SAN MARTIN,14,2020-09-30
2020-06-20,SAN MARTIN,TOCACHE,1,2020-09-30
2020-06-20,TUMBES,TUMBES,1,2020-09-30
2020-06-20,TUMBES,ZARUMILLA,1,2020-09-30
2020-06-20,UCAYALI,CORONEL PORTILLO,2,2020-09-30
2020-06-21,AMAZONAS,BAGUA,1,2020-09-30
2020-06-21,AMAZONAS,UTCUBAMBA,4,2020-09-30
2020-06-21,ANCASH,CASMA,1,2020-09-30
2020-06-21,ANCASH,HUARAZ,1,2020-09-30
2020-06-21,ANCASH,SANTA,9,2020-09-30
2020-06-21,APURIMAC,ANDAHUAYLAS,2,2020-09-30
2020-06-21,AREQUIPA,AREQUIPA,13,2020-09-30
2020-06-21,AYACUCHO,HUAMANGA,4,2020-09-30
2020-06-21,AYACUCHO,LA MAR,2,2020-09-30
2020-06-21,CAJAMARCA,CAJAMARCA,1,2020-09-30
2020-06-21,CAJAMARCA,CELENDIN,1,2020-09-30
2020-06-21,CALLAO,CALLAO,9,2020-09-30
2020-06-21,HUANUCO,HUANUCO,3,2020-09-30
2020-06-21,HUANUCO,LEONCIO PRADO,5,2020-09-30
2020-06-21,ICA,CHINCHA,11,2020-09-30
2020-06-21,ICA,ICA,5,2020-09-30
2020-06-21,ICA,NAZCA,1,2020-09-30
2020-06-21,ICA,PISCO,6,2020-09-30
2020-06-21,JUNIN,HUANCAYO,1,2020-09-30
2020-06-21,LA LIBERTAD,ASCOPE,2,2020-09-30
2020-06-21,LA LIBERTAD,CHEPEN,4,2020-09-30
2020-06-21,LA LIBERTAD,JULCAN,1,2020-09-30
2020-06-21,LA LIBERTAD,PACASMAYO,1,2020-09-30
2020-06-21,LA LIBERTAD,PATAZ,1,2020-09-30
2020-06-21,LA LIBERTAD,TRUJILLO,26,2020-09-30
2020-06-21,LA LIBERTAD,VIRU,1,2020-09-30
2020-06-21,LAMBAYEQUE,CHICLAYO,5,2020-09-30
2020-06-21,LAMBAYEQUE,LAMBAYEQUE,2,2020-09-30
2020-06-21,LIMA,BARRANCA,3,2020-09-30
2020-06-21,LIMA,CAÑETE,2,2020-09-30
2020-06-21,LIMA,HUARAL,4,2020-09-30
2020-06-21,LIMA,HUAROCHIRI,1,2020-09-30
2020-06-21,LIMA,HUAURA,7,2020-09-30
2020-06-21,LIMA,LIMA,73,2020-09-30
2020-06-21,LIMA,YAUYOS,2,2020-09-30
2020-06-21,LORETO,DATEM DEL MARAÑON,1,2020-09-30
2020-06-21,LORETO,MAYNAS,1,2020-09-30
2020-06-21,LORETO,PUTUMAYO,1,2020-09-30
2020-06-21,MADRE DE DIOS,TAMBOPATA,5,2020-09-30
2020-06-21,PASCO,OXAPAMPA,1,2020-09-30
2020-06-21,PASCO,PASCO,3,2020-09-30
2020-06-21,PIURA,HUANCABAMBA,1,2020-09-30
2020-06-21,PIURA,MORROPON,5,2020-09-30
2020-06-21,PIURA,PAITA,4,2020-09-30
2020-06-21,PIURA,PIURA,5,2020-09-30
2020-06-21,PIURA,SULLANA,1,2020-09-30
2020-06-21,PIURA,TALARA,2,2020-09-30
2020-06-21,SAN MARTIN,MARISCAL CACERES,2,2020-09-30
2020-06-21,SAN MARTIN,SAN MARTIN,7,2020-09-30
2020-06-21,TUMBES,TUMBES,4,2020-09-30
2020-06-21,UCAYALI,CORONEL PORTILLO,2,2020-09-30
2020-06-22,AMAZONAS,BAGUA,1,2020-09-30
2020-06-22,ANCASH,SANTA,13,2020-09-30
2020-06-22,AREQUIPA,AREQUIPA,9,2020-09-30
2020-06-22,AYACUCHO,LUCANAS,1,2020-09-30
2020-06-22,CAJAMARCA,CAJAMARCA,1,2020-09-30
2020-06-22,CAJAMARCA,CELENDIN,1,2020-09-30
2020-06-22,CAJAMARCA,JAEN,3,2020-09-30
2020-06-22,CAJAMARCA,SAN IGNACIO,1,2020-09-30
2020-06-22,CALLAO,CALLAO,5,2020-09-30
2020-06-22,HUANUCO,HUANUCO,2,2020-09-30
2020-06-22,HUANUCO,LEONCIO PRADO,2,2020-09-30
2020-06-22,ICA,CHINCHA,9,2020-09-30
2020-06-22,ICA,ICA,6,2020-09-30
2020-06-22,ICA,NAZCA,1,2020-09-30
2020-06-22,ICA,PISCO,4,2020-09-30
2020-06-22,JUNIN,CHANCHAMAYO,1,2020-09-30
2020-06-22,JUNIN,HUANCAYO,2,2020-09-30
2020-06-22,JUNIN,SATIPO,1,2020-09-30
2020-06-22,LA LIBERTAD,ASCOPE,1,2020-09-30
2020-06-22,LA LIBERTAD,CHEPEN,1,2020-09-30
2020-06-22,LA LIBERTAD,OTUZCO,1,2020-09-30
2020-06-22,LA LIBERTAD,PACASMAYO,5,2020-09-30
2020-06-22,LA LIBERTAD,TRUJILLO,29,2020-09-30
2020-06-22,LA LIBERTAD,VIRU,4,2020-09-30
2020-06-22,LAMBAYEQUE,CHICLAYO,7,2020-09-30
2020-06-22,LAMBAYEQUE,LAMBAYEQUE,2,2020-09-30
2020-06-22,LIMA,BARRANCA,1,2020-09-30
2020-06-22,LIMA,CAÑETE,5,2020-09-30
2020-06-22,LIMA,HUARAL,9,2020-09-30
2020-06-22,LIMA,HUAROCHIRI,1,2020-09-30
2020-06-22,LIMA,HUAURA,1,2020-09-30
2020-06-22,LIMA,LIMA,82,2020-09-30
2020-06-22,LORETO,ALTO AMAZONAS,1,2020-09-30
2020-06-22,LORETO,MAYNAS,1,2020-09-30
2020-06-22,LORETO,UCAYALI,1,2020-09-30
2020-06-22,MADRE DE DIOS,TAMBOPATA,4,2020-09-30
2020-06-22,PIURA,MORROPON,2,2020-09-30
2020-06-22,PIURA,PAITA,4,2020-09-30
2020-06-22,PIURA,PIURA,9,2020-09-30
2020-06-22,PIURA,SULLANA,4,2020-09-30
2020-06-22,PIURA,TALARA,2,2020-09-30
2020-06-22,PUNO,LAMPA,1,2020-09-30
2020-06-22,SAN MARTIN,BELLAVISTA,2,2020-09-30
2020-06-22,SAN MARTIN,MARISCAL CACERES,4,2020-09-30
2020-06-22,SAN MARTIN,RIOJA,1,2020-09-30
2020-06-22,SAN MARTIN,SAN MARTIN,8,2020-09-30
2020-06-22,TUMBES,TUMBES,7,2020-09-30
2020-06-22,UCAYALI,CORONEL PORTILLO,1,2020-09-30
2020-06-22,UCAYALI,PADRE ABAD,1,2020-09-30
2020-06-23,ANCASH,HUARAZ,2,2020-09-30
2020-06-23,ANCASH,HUARMEY,1,2020-09-30
2020-06-23,ANCASH,SANTA,6,2020-09-30
2020-06-23,AREQUIPA,AREQUIPA,15,2020-09-30
2020-06-23,AYACUCHO,HUAMANGA,1,2020-09-30
2020-06-23,CAJAMARCA,CAJAMARCA,2,2020-09-30
2020-06-23,CAJAMARCA,JAEN,2,2020-09-30
2020-06-23,CALLAO,CALLAO,8,2020-09-30
2020-06-23,HUANCAVELICA,TAYACAJA,1,2020-09-30
2020-06-23,HUANUCO,HUANUCO,1,2020-09-30
2020-06-23,HUANUCO,LEONCIO PRADO,2,2020-09-30
2020-06-23,ICA,CHINCHA,11,2020-09-30
2020-06-23,ICA,ICA,4,2020-09-30
2020-06-23,ICA,PISCO,5,2020-09-30
2020-06-23,JUNIN,CHANCHAMAYO,1,2020-09-30
2020-06-23,JUNIN,CONCEPCION,1,2020-09-30
2020-06-23,JUNIN,HUANCAYO,1,2020-09-30
2020-06-23,JUNIN,YAULI,1,2020-09-30
2020-06-23,LA LIBERTAD,ASCOPE,4,2020-09-30
2020-06-23,LA LIBERTAD,CHEPEN,3,2020-09-30
2020-06-23,LA LIBERTAD,OTUZCO,1,2020-09-30
2020-06-23,LA LIBERTAD,PACASMAYO,2,2020-09-30
2020-06-23,LA LIBERTAD,TRUJILLO,19,2020-09-30
2020-06-23,LA LIBERTAD,VIRU,3,2020-09-30
2020-06-23,LAMBAYEQUE,CHICLAYO,11,2020-09-30
2020-06-23,LAMBAYEQUE,LAMBAYEQUE,4,2020-09-30
2020-06-23,LIMA,BARRANCA,2,2020-09-30
2020-06-23,LIMA,CAÑETE,6,2020-09-30
2020-06-23,LIMA,CANTA,1,2020-09-30
2020-06-23,LIMA,HUARAL,4,2020-09-30
2020-06-23,LIMA,HUAURA,6,2020-09-30
2020-06-23,LIMA,LIMA,84,2020-09-30
2020-06-23,LORETO,MARISCAL RAMON CASTILLA,1,2020-09-30
2020-06-23,LORETO,MAYNAS,2,2020-09-30
2020-06-23,MADRE DE DIOS,TAMBOPATA,3,2020-09-30
2020-06-23,MOQUEGUA,ILO,1,2020-09-30
2020-06-23,MOQUEGUA,MARISCAL NIETO,1,2020-09-30
2020-06-23,PASCO,DANIEL ALCIDES CARRION,1,2020-09-30
2020-06-23,PIURA,MORROPON,4,2020-09-30
2020-06-23,PIURA,PAITA,2,2020-09-30
2020-06-23,PIURA,PIURA,10,2020-09-30
2020-06-23,PIURA,SECHURA,1,2020-09-30
2020-06-23,PIURA,SULLANA,5,2020-09-30
2020-06-23,PIURA,TALARA,5,2020-09-30
2020-06-23,SAN MARTIN,BELLAVISTA,1,2020-09-30
2020-06-23,SAN MARTIN,MARISCAL CACERES,2,2020-09-30
2020-06-23,SAN MARTIN,RIOJA,1,2020-09-30
2020-06-23,SAN MARTIN,SAN MARTIN,7,2020-09-30
2020-06-23,TACNA,CANDARAVE,1,2020-09-30
2020-06-23,TACNA,TACNA,1,2020-09-30
2020-06-23,TUMBES,CONTRALMIRANTE VILLAR,1,2020-09-30
2020-06-23,TUMBES,TUMBES,1,2020-09-30
2020-06-23,UCAYALI,CORONEL PORTILLO,3,2020-09-30
2020-06-24,AMAZONAS,CONDORCANQUI,1,2020-09-30
2020-06-24,AMAZONAS,UTCUBAMBA,3,2020-09-30
2020-06-24,ANCASH,AIJA,1,2020-09-30
2020-06-24,ANCASH,CARHUAZ,1,2020-09-30
2020-06-24,ANCASH,HUARAZ,3,2020-09-30
2020-06-24,ANCASH,SANTA,3,2020-09-30
2020-06-24,APURIMAC,COTABAMBAS,1,2020-09-30
2020-06-24,AREQUIPA,AREQUIPA,4,2020-09-30
2020-06-24,AREQUIPA,CAYLLOMA,1,2020-09-30
2020-06-24,AREQUIPA,ISLAY,1,2020-09-30
2020-06-24,AYACUCHO,HUAMANGA,1,2020-09-30
2020-06-24,CAJAMARCA,CHOTA,1,2020-09-30
2020-06-24,CAJAMARCA,CONTUMAZA,1,2020-09-30
2020-06-24,CAJAMARCA,CUTERVO,1,2020-09-30
2020-06-24,CAJAMARCA,JAEN,2,2020-09-30
2020-06-24,CALLAO,CALLAO,9,2020-09-30
2020-06-24,CUSCO,CANCHIS,1,2020-09-30
2020-06-24,HUANUCO,HUANUCO,3,2020-09-30
2020-06-24,HUANUCO,LEONCIO PRADO,2,2020-09-30
2020-06-24,ICA,CHINCHA,8,2020-09-30
2020-06-24,ICA,ICA,8,2020-09-30
2020-06-24,ICA,NAZCA,1,2020-09-30
2020-06-24,ICA,PISCO,4,2020-09-30
2020-06-24,JUNIN,CHANCHAMAYO,2,2020-09-30
2020-06-24,JUNIN,CHUPACA,1,2020-09-30
2020-06-24,JUNIN,HUANCAYO,1,2020-09-30
2020-06-24,LA LIBERTAD,ASCOPE,3,2020-09-30
2020-06-24,LA LIBERTAD,CHEPEN,1,2020-09-30
2020-06-24,LA LIBERTAD,PACASMAYO,1,2020-09-30
2020-06-24,LA LIBERTAD,TRUJILLO,34,2020-09-30
2020-06-24,LA LIBERTAD,VIRU,1,2020-09-30
2020-06-24,LAMBAYEQUE,CHICLAYO,14,2020-09-30
2020-06-24,LAMBAYEQUE,LAMBAYEQUE,3,2020-09-30
2020-06-24,LIMA,CAÑETE,6,2020-09-30
2020-06-24,LIMA,HUARAL,2,2020-09-30
2020-06-24,LIMA,HUAURA,7,2020-09-30
2020-06-24,LIMA,LIMA,72,2020-09-30
2020-06-24,LIMA,YAUYOS,1,2020-09-30
2020-06-24,LORETO,ALTO AMAZONAS,1,2020-09-30
2020-06-24,LORETO,LORETO,2,2020-09-30
2020-06-24,LORETO,MAYNAS,2,2020-09-30
2020-06-24,MADRE DE DIOS,TAMBOPATA,7,2020-09-30
2020-06-24,MOQUEGUA,ILO,2,2020-09-30
2020-06-24,MOQUEGUA,MARISCAL NIETO,1,2020-09-30
2020-06-24,PIURA,AYABACA,1,2020-09-30
2020-06-24,PIURA,HUANCABAMBA,1,2020-09-30
2020-06-24,PIURA,MORROPON,2,2020-09-30
2020-06-24,PIURA,PIURA,12,2020-09-30
2020-06-24,PIURA,SECHURA,2,2020-09-30
2020-06-24,PIURA,SULLANA,3,2020-09-30
2020-06-24,PIURA,TALARA,4,2020-09-30
2020-06-24,SAN MARTIN,BELLAVISTA,1,2020-09-30
2020-06-24,SAN MARTIN,MARISCAL CACERES,3,2020-09-30
2020-06-24,SAN MARTIN,MOYOBAMBA,1,2020-09-30
2020-06-24,SAN MARTIN,SAN MARTIN,11,2020-09-30
2020-06-24,TUMBES,TUMBES,1,2020-09-30
2020-06-25,AMAZONAS,BAGUA,3,2020-09-30
2020-06-25,ANCASH,CASMA,1,2020-09-30
2020-06-25,ANCASH,HUARAZ,3,2020-09-30
2020-06-25,ANCASH,SANTA,4,2020-09-30
2020-06-25,AREQUIPA,AREQUIPA,3,2020-09-30
2020-06-25,AYACUCHO,HUAMANGA,1,2020-09-30
2020-06-25,CAJAMARCA,CAJAMARCA,1,2020-09-30
2020-06-25,CALLAO,CALLAO,12,2020-09-30
2020-06-25,CUSCO,CUSCO,1,2020-09-30
2020-06-25,CUSCO,LA CONVENCION,2,2020-09-30
2020-06-25,HUANCAVELICA,HUANCAVELICA,1,2020-09-30
2020-06-25,HUANUCO,HUANUCO,4,2020-09-30
2020-06-25,ICA,CHINCHA,7,2020-09-30
2020-06-25,ICA,ICA,9,2020-09-30
2020-06-25,ICA,NAZCA,2,2020-09-30
2020-06-25,ICA,PISCO,5,2020-09-30
2020-06-25,JUNIN,CHANCHAMAYO,1,2020-09-30
2020-06-25,JUNIN,HUANCAYO,1,2020-09-30
2020-06-25,JUNIN,TARMA,2,2020-09-30
2020-06-25,LA LIBERTAD,ASCOPE,2,2020-09-30
2020-06-25,LA LIBERTAD,CHEPEN,3,2020-09-30
2020-06-25,LA LIBERTAD,PACASMAYO,1,2020-09-30
2020-06-25,LA LIBERTAD,TRUJILLO,29,2020-09-30
2020-06-25,LA LIBERTAD,VIRU,1,2020-09-30
2020-06-25,LAMBAYEQUE,CHICLAYO,6,2020-09-30
2020-06-25,LAMBAYEQUE,FERREÑAFE,1,2020-09-30
2020-06-25,LAMBAYEQUE,LAMBAYEQUE,3,2020-09-30
2020-06-25,LIMA,BARRANCA,4,2020-09-30
2020-06-25,LIMA,CAÑETE,5,2020-09-30
2020-06-25,LIMA,HUARAL,7,2020-09-30
2020-06-25,LIMA,HUAURA,5,2020-09-30
2020-06-25,LIMA,LIMA,81,2020-09-30
2020-06-25,MADRE DE DIOS,TAMBOPATA,1,2020-09-30
2020-06-25,PASCO,OXAPAMPA,1,2020-09-30
2020-06-25,PIURA,MORROPON,4,2020-09-30
2020-06-25,PIURA,PAITA,1,2020-09-30
2020-06-25,PIURA,PIURA,6,2020-09-30
2020-06-25,PIURA,SECHURA,1,2020-09-30
2020-06-25,PIURA,SULLANA,3,2020-09-30
2020-06-25,PIURA,TALARA,5,2020-09-30
2020-06-25,PUNO,EL COLLAO,1,2020-09-30
2020-06-25,PUNO,SAN ROMAN,1,2020-09-30
2020-06-25,SAN MARTIN,EL DORADO,1,2020-09-30
2020-06-25,SAN MARTIN,LAMAS,2,2020-09-30
2020-06-25,SAN MARTIN,MARISCAL CACERES,3,2020-09-30
2020-06-25,SAN MARTIN,PICOTA,1,2020-09-30
2020-06-25,SAN MARTIN,RIOJA,1,2020-09-30
2020-06-25,SAN MARTIN,SAN MARTIN,8,2020-09-30
2020-06-25,TACNA,TACNA,1,2020-09-30
2020-06-25,TUMBES,TUMBES,7,2020-09-30
2020-06-25,UCAYALI,CORONEL PORTILLO,1,2020-09-30
2020-06-26,AMAZONAS,BAGUA,3,2020-09-30
2020-06-26,AMAZONAS,CONDORCANQUI,1,2020-09-30
2020-06-26,AMAZONAS,UTCUBAMBA,2,2020-09-30
2020-06-26,ANCASH,HUARAZ,5,2020-09-30
2020-06-26,ANCASH,SANTA,9,2020-09-30
2020-06-26,APURIMAC,ANDAHUAYLAS,1,2020-09-30
2020-06-26,AREQUIPA,AREQUIPA,12,2020-09-30
2020-06-26,AREQUIPA,CARAVELI,1,2020-09-30
2020-06-26,AYACUCHO,CANGALLO,1,2020-09-30
2020-06-26,AYACUCHO,HUAMANGA,2,2020-09-30
2020-06-26,CAJAMARCA,JAEN,7,2020-09-30
2020-06-26,CALLAO,CALLAO,12,2020-09-30
2020-06-26,CUSCO,CUSCO,1,2020-09-30
2020-06-26,HUANUCO,HUAMALIES,1,2020-09-30
2020-06-26,HUANUCO,HUANUCO,3,2020-09-30
2020-06-26,HUANUCO,LEONCIO PRADO,2,2020-09-30
2020-06-26,ICA,CHINCHA,5,2020-09-30
2020-06-26,ICA,ICA,7,2020-09-30
2020-06-26,ICA,PISCO,4,2020-09-30
2020-06-26,JUNIN,HUANCAYO,4,2020-09-30
2020-06-26,LA LIBERTAD,ASCOPE,7,2020-09-30
2020-06-26,LA LIBERTAD,CHEPEN,1,2020-09-30
2020-06-26,LA LIBERTAD,TRUJILLO,12,2020-09-30
2020-06-26,LAMBAYEQUE,CHICLAYO,11,2020-09-30
2020-06-26,LAMBAYEQUE,LAMBAYEQUE,2,2020-09-30
2020-06-26,LIMA,BARRANCA,3,2020-09-30
2020-06-26,LIMA,CAÑETE,2,2020-09-30
2020-06-26,LIMA,HUARAL,3,2020-09-30
2020-06-26,LIMA,HUAROCHIRI,1,2020-09-30
2020-06-26,LIMA,HUAURA,15,2020-09-30
2020-06-26,LIMA,LIMA,93,2020-09-30
